Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
47f170bb3502e1c48774d803cbff4add6a177dd7,fix __init__.py,168109f13c135d719a0be21ce220534e4b657aed,False,"requests/__init__.py, tests/__init__.py"
f5f3e696abdd99da251f9b24e8fe063b12e2cb50,fix makefile,47f170bb3502e1c48774d803cbff4add6a177dd7,False,Makefile
6d3d5e59c9e1a37244ddce0e3d8b30a14d2a9974,fix models.py,af52bf795e6d26a3819480938ffdeac466d754e8,False,requests/models.py
c49ce5ae0b859a0a7702da490608e72c73f338e0,fix,6d3d5e59c9e1a37244ddce0e3d8b30a14d2a9974,False,requests/adapters.py
cceceecb68d6ee51c3d2c504a49fabc6138502b9,fix history,e9ca4b39b4c2c27e67c6ae78b659d5fd8fe43f90,False,HISTORY.rst
ecaa10543fafd295e1354185a0f4e25751f3770d,fix setup.py,908c3b01ee1a3c5d44865b1ba5c1731c4086b7c0,False,setup.py
03dd91093bfa4a0eae23824c3ad98a052da16cfa,pep8 fix,d42556a936fc3d56299d1462adfa48614f3f9712,False,requests/__init__.py
f180980b283af41c4be0ec517620b8fbe78b7f29,Merge branch 'master' into bug-report-info,"567e12bfb8d0f4e2a4f6fddf0fab9ffbcbf6d49f, a44284c045b43d728c2a07d4f0a064bf8714f4af",True,
5c65f6d01e7713e2f644244d9cf09f685e6a18c1,issue template,7ce5ca853db84601fe61209428085bac2b79309b,False,.github/ISSUE_TEMPLATE.md
46a930941a40a4b5e074402a6dba2bf7d9658e25,issue template,c6827de846ff987366ea8014f94dcc6fba3e78f8,False,.github/ISSUE_TEMPLATE.md
46a4e731da7bec512c95abe3fdf1296641484921,issue template,46a930941a40a4b5e074402a6dba2bf7d9658e25,False,.github/ISSUE_TEMPLATE.md
892fbe09f60c9899c534e6c1b6606803dcea082b,issue template,46a4e731da7bec512c95abe3fdf1296641484921,False,.github/ISSUE_TEMPLATE.md
4e063459881519ef3d9aeaedd4ad96aa6d293bba,issue template,892fbe09f60c9899c534e6c1b6606803dcea082b,False,.github/ISSUE_TEMPLATE.md
276024b170a249c0d8b551697db552cd0905b542,fix tests,6af910610f67d35d70856b8a1257afc875c9d7f0,False,tests/test_requests.py
b6d51d9f2b6156c339223790edc7a9dfbfca8631,change test configuration,2edb5530363251e37b167a67202749ea4f5ba790,False,".travis.yml, Makefile"
68fda6bcf297c7f1ab3e05eaa628771bfa970509,see if that fixes things,141ce93445da56330fea45916390940017ef2c7d,False,setup.py
7384fe71d6620b2478d250e504aca1e6e44a3d7a,let's see what this breaks,94331723d18083dea9ee9d198c5aba1905fcf41c,False,requirements.txt
8af1d9331f44567b4f528d0969cb05357ab0c746,fix,ef34a8537802e1a911957cfeabffd4ac163ecdf2,False,.travis.yml
beccd21146a0731c715f4fb7b3541bead8735623,bunk change,0622b5c54ee6682e6afc21e05cc5f9f95a98aaba,False,Makefile
2daf1cbad990f9baa86028500c229c9bb18fba51,fix manifest file,916d171f2bf01155f2c115159ec475e8d76a690b,False,MANIFEST.in
588e8f7f640f774e71d61b53ccb34d310172e0ad,"Preserve identity of unbundled deps

Fix #4102",593cd18202e972874605f0bdda0bf8d7c284207d,False,requests/packages.py
db076c098e962b5096f6b0c77d69b80396228464,"Merge pull request #4103 from untitaker/issue4102

Preserve identity of unbundled deps","593cd18202e972874605f0bdda0bf8d7c284207d, 588e8f7f640f774e71d61b53ccb34d310172e0ad",True,
1278ecdf71a312dc2268f3bfc0aabfab3c006dcf,"Fix requests.packages not having package attributes

Fixes #4104",2d763c90ae6ccee1a3c64bf70add776a2ba395ef,False,"AUTHORS.rst, requests/packages.py, tests/test_packages.py"
17084cd6d88910be9d77a40a9c0daee04eea9ae3,"Merge pull request #4106 from silverlogic/master

Fix requests.packages not having package attributes","2d763c90ae6ccee1a3c64bf70add776a2ba395ef, 1278ecdf71a312dc2268f3bfc0aabfab3c006dcf",True,
7c3861a3226e69ba962f3f38c61e42a2eaf1dfcf,fix flake8 for EOF in __init__.py,7c2618eb828bcdb57d2f62b424b11bb3664eb760,False,requests/__version__.py
e55d3d06582e0cd950651199e37411974599475f,fix spaces in api.py,7c3861a3226e69ba962f3f38c61e42a2eaf1dfcf,False,requests/api.py
5fa4e74d61d9093ee7e0a7bf1e2a56b6c0780c9a,fix flake8 indent error,7fc48b099e1aecea50f5ae3ca67e9331278bc0da,False,requests/auth.py
f6a4ab02daa3103f9d595f4b62803a1267498949,fix empty lines for flake8,5fa4e74d61d9093ee7e0a7bf1e2a56b6c0780c9a,False,requests/exceptions.py
0f57faba7007eede15a0207907c51cc954df5295,fix github stars,35f2e55308fc37647132cf350cfd131bcdba4023,False,docs/conf.py
ba509635a3cbf5a55bf7ed7db658411cde9469f8,fix sidebars,008ab18a7702fa158607595e56ff9e64143c6031,False,"docs/_templates/sidebarintro.html, docs/_templates/sidebarlogo.html"
152faa2a0f97fb8744278ef9911b4116adeb4ab2,change development philosophy docs to reflect reality,e41c2c2d965f6afb908c5acb595234d2bc5d2fe1,False,docs/dev/philosophy.rst
98bbf8d17088cc9e11b30038e451cbafba1ef7e2,Catch error if multiprocessing is not available or is unable to determine the number of CPUs,d3a4d06238ee418ac122368515c71db47e329058,False,"HISTORY.rst, setup.py"
56971482af7ff5d2b0ea9b0908eb90a1369b57a3,"Merge pull request #4114 from cyberjacob/master

Catch error if multiprocessing is not available or is unable to determine the number of CPUs","d3a4d06238ee418ac122368515c71db47e329058, 98bbf8d17088cc9e11b30038e451cbafba1ef7e2",True,
0abb69b1cb3fbad9db7b52be363e939673c5c429,Fix a typo: verison -> version,56971482af7ff5d2b0ea9b0908eb90a1369b57a3,False,requests/help.py
b6ee4b2156989d25cc1e873593d2d853a935dc10,"Merge pull request #4129 from felixonmars/fix-typo

Fix a typo: verison -> version","56971482af7ff5d2b0ea9b0908eb90a1369b57a3, 0abb69b1cb3fbad9db7b52be363e939673c5c429",True,
5a616ee980ae2cc9d42f8d0221420ad9eed4b2e0,"Add the pytest .cache/ directory to .gitignore

For example, when a pytest run fails, it saves failure metadata to:
`.cache/v/cache/lastfailed`",b6ee4b2156989d25cc1e873593d2d853a935dc10,False,.gitignore
4847f5b8cd4071099f06e178856bc9e1b9193b2e,"Allow Requests.Response to be used as a context manager

This saves having to wrap the call to requests with
`contextlib.closing()`, allowing it to be used directly in a
`with` statement, like so:

```
with requests.get('http://httpbin.org/get', stream=True) as r:
    # Do things with the response here.
```

Fixes #4136.",40ce8144d186ce4e3a06b3f3d59222199925e108,False,"AUTHORS.rst, HISTORY.rst, docs/user/advanced.rst, requests/models.py, tests/test_requests.py"
2872f17ab86583294907af84b9c36e63cd9a91ad,"Merge pull request #4145 from gaojiuli/patch-1

typo","13eb907c4828eec4ab5cb03bf0fe3bb8c029d694, 22d12b0501fa633b80bcda303a718696e408ebfb",True,
8a8b71f786dd4af58537c1d9d39a74243bb69ddc,Merge branch 'master' into issue/4138,"f8ccc604987cdad57426b2852951402734b994bb, 2872f17ab86583294907af84b9c36e63cd9a91ad",True,
b3d138e0fd12cb15ad2ee1ae0d3294a31fdc16c9,"Merge pull request #4140 from Lukasa/issue/4138

Clearer makefile for building README.","2872f17ab86583294907af84b9c36e63cd9a91ad, 8a8b71f786dd4af58537c1d9d39a74243bb69ddc",True,
1d7fd6c8b305351ba34280492fa3a9cf968cfbb8,Fixes error swallowing in set_environ,b6ee4b2156989d25cc1e873593d2d853a935dc10,False,"AUTHORS.rst, requests/utils.py, tests/test_utils.py"
761e39b443b615b18a3b13f1bdd92d23e7cff204,Adds changelog entry for #4134,1d7fd6c8b305351ba34280492fa3a9cf968cfbb8,False,HISTORY.rst
132040cc0378a787916474c33a7c9f693806a92f,"Merge pull request #4134 from mlcrazy/master

Raise exceptions in utils.set_environ","b3d138e0fd12cb15ad2ee1ae0d3294a31fdc16c9, 613f61d77c0ddc185054fcbb114c07ce3f2f4cb8",True,
a0f0258eeea538a12450977584f8d3dca8927ba7,Fix a typo: paramters -> parameters,c5901ac893b65c368ef73cc5c4a8b858c5b7bbf8,False,tests/test_requests.py
bb4326c67648d9221cfb66c97beebfc872312519,"Merge pull request #4152 from felixonmars/patch-1

Fix a typo: paramters -> parameters","c5901ac893b65c368ef73cc5c4a8b858c5b7bbf8, a0f0258eeea538a12450977584f8d3dca8927ba7",True,
f6e07bb27f9fe092dabb1945ef7fd515db7870fe,fix OPENSSL_VERSION_NUMBER check on Python2.6's ssl module,bbeb1c32d2ad4cdc1053e4b614bd7aa4eb9ebdde,False,requests/help.py
1ea4e219580910921dce70e96e5da96f12f5066b,"Merge pull request #4183 from requests/fix_help_ssl_check

Fix help ssl check","bbeb1c32d2ad4cdc1053e4b614bd7aa4eb9ebdde, 51feabbc27821c5acb7f0ceb932d19c0d79f16d1",True,
cada19b3006383a29d3e813ea9082eb90f9d166f,"Merge pull request #4192 from koobs/patch-2

Add requirements.txt to MANIFEST.in","649efc8c9b9dbc83d707d1d161f2c18f86d3b257, c6a80640d16871cf88d2d71ddd04aaf23e854f3f",True,
d8c2fdf92f6f2124bb4ef73dd898f1c1824b7c9b,"Use 'prefix' instead of 'key' in session docstring

This commit makes the API docs more clear. The 'key' is an
implementation detail.",cada19b3006383a29d3e813ea9082eb90f9d166f,False,requests/sessions.py
8e227aeb89cb6a340d0f0f9bcd0bd0051e8881b9,"Merge pull request #4195 from requests/requests/sessions-mount-docstring-clarity

Use 'prefix' instead of 'key' in session docstring","cada19b3006383a29d3e813ea9082eb90f9d166f, d8c2fdf92f6f2124bb4ef73dd898f1c1824b7c9b",True,
49c44a0c085462d06a0df7ef8b79dc99fda62a2e,"Merge pull request #4198 from andportnoy/patch-1

redundant comma","c10b8384e45d2bf83035bd60c7a71fc2f8cf266f, c6e18b04e33cae3006b26b3fea0e1e3b4afb8ffa",True,
9e8d403a21fbe0e97fff8a096bf4746d033d0cc5,Prepare changelog for next release,6cc891fd3204c63e57ccfae4b91bb6edca2d876e,False,HISTORY.rst
b77c1a3debbca5f7317773a2a7a75540ad4c45cf,"Correct urllib3 compatibility comment

So that it's in line with the code. I saw the warning raised recently and had to dive into the code for exact compatibility, but I stopped after reading the comment rather than the code. 
Maybe a better solution would be to surface the supported versions in the warning, but I see it was changed recently in https://github.com/requests/requests/pull/4144/",9e8d403a21fbe0e97fff8a096bf4746d033d0cc5,False,requests/__init__.py
2b6f1e62365e3f95dc0f4ecf9b21d7331e536a15,"Merge pull request #4204 from browniebroke/patch-1

Correct urllib3 compatibility comment","9e8d403a21fbe0e97fff8a096bf4746d033d0cc5, b77c1a3debbca5f7317773a2a7a75540ad4c45cf",True,
2629c0906e852e9da283729c67f30b6bebf0f5a2,Merge branch 'master' into patch-2,"c054a722bb92d2ed628c22212eed180175e56685, 205755834d34a8a6ecf2b0b5b2e9c3e6a7f4e4b6",True,
12c74567890666eac84575083d4ace6c6aeb8fb8,"Merge pull request #4174 from alex/patch-2

Removed legacy fallback for python3.2","205755834d34a8a6ecf2b0b5b2e9c3e6a7f4e4b6, 2629c0906e852e9da283729c67f30b6bebf0f5a2",True,
d6b57c6fb25df19aa6fc376e3c2908afa2e3fe46,Changelog entry,39b121d791ddd2f98ecf7b7f7ba5bae89034e422,False,HISTORY.rst
8b3f20ca9157f77c6a20bf9b29bba86fec3b04df,Add failing test for #4209,fdf426125b489c05b87c98a7141895aa3ade86ec,False,tests/test_requests.py
4f49f6b3ed99cf73feaec762f96f44574ac54134,Correctly raise SSLError from urllib3.,8b3f20ca9157f77c6a20bf9b29bba86fec3b04df,False,requests/adapters.py
9e0fb37fff4ad0a9a51ed6b522d2eb47f678d9a3,Changelog for #4209,4f49f6b3ed99cf73feaec762f96f44574ac54134,False,HISTORY.rst
2a4dd64fb4c072c646277c9d057737b05351b86f,"Merge pull request #4210 from Lukasa/sslerror

Make sure we raise SSLError.","fdf426125b489c05b87c98a7141895aa3ade86ec, 9e0fb37fff4ad0a9a51ed6b522d2eb47f678d9a3",True,
3393dc822135cb1a08fa4e88dcb883267e3b5716,Prepare changelog for next release,7c67c4adf9020fe6e279f1633ca477ef2b89ae44,False,HISTORY.rst
be8ce365abf62b1be1450db5c3eae0b845891e7f,fix typo in changelog,3393dc822135cb1a08fa4e88dcb883267e3b5716,False,HISTORY.rst
248f122970421af8ea73dce1dfc5b8cff2bd5e05,"Merge pull request #4217 from nikolas/patch-1

fix typo in changelog","3393dc822135cb1a08fa4e88dcb883267e3b5716, be8ce365abf62b1be1450db5c3eae0b845891e7f",True,
963c78853f0125eb21f3483628f34ab322d65b34,Fixes issue #3863,b670b61d544914092504227fb863751f8116e71d,False,docs/user/advanced.rst
218978601f2ab711ec83e5bd18d439d2c2970efc,Fix issue #3863,cb9620780ff6c69b88ec0400d3fd140e28a7aec2,False,docs/user/advanced.rst
f78a57936b4c2a4da67f5885a13fe6377dff5df8,"Merge pull request #4229 from NikosVlagoidis/issue#3863

Fixes issue #3863","b670b61d544914092504227fb863751f8116e71d, 218978601f2ab711ec83e5bd18d439d2c2970efc",True,
cee8fae65efc1d4557d1b2291963a729444a5f42,"Adding header name to exception

Adds the name of the header to the invalid header exception raised on TypeError.",1c2022cf868cb503815f34901ad8e85cf524d01a,False,requests/utils.py
3c5ecfc9f5f6fd29536a45f8c9f1b54ef637df44,"Merge pull request #4240 from mgasvoda/master

Adding header name to exception","1c2022cf868cb503815f34901ad8e85cf524d01a, d528106876ff0754edde90e081bdb28341cb3ae5",True,
965ada6f660a423ec259fe3ad12d24022a55d37b,Fix parse_header_links on empty header,af9dd61fcba5a1d0b3f75abf5499f6e1f845349c,False,requests/utils.py
554a210f88819cfa1bada3b268b7cadc0b6a8d7e,"Merge pull request #4245 from remram44/fix-headers-links

Fix parse_header_links on empty header","af9dd61fcba5a1d0b3f75abf5499f6e1f845349c, 8e411d0f99310320463254e8a364271f64f14c78",True,
f09e4621657da47044ef95ed071fca4f136e4ff6,"Merge pull request #4261 from Lukasa/fix-broken-tests

Pin to httpbin 0.5.0.","5dcbdb50fc9652cbeffeec22a21d1196e938bfca, 3a2ea9debac665fed6f5bdac0f1084067e3f0060",True,
6b21682712d10b849d5dbde9d04b1af9fbf8500a,"Merge pull request #4264 from PascalVA/patch-1

Add environment info to prepared requests docs","369be8afd07e7a0f38bc4f78d6f3764a800711aa, 785c733415d605e332ca608cbabcb9dfe0442f88",True,
ac9a3e53206e7f059c4a232aa7780ba42c232d7b,fixed syntax for code block for prepared requests,6b21682712d10b849d5dbde9d04b1af9fbf8500a,False,docs/user/advanced.rst
657e44ad9ad1d1d2daddeb5250d0fddb39920713,"Merge pull request #4265 from PascalVA/patch-2

fixed syntax for code block for prepared requests","6b21682712d10b849d5dbde9d04b1af9fbf8500a, ac9a3e53206e7f059c4a232aa7780ba42c232d7b",True,
40c8bcf70ce397bf8d8ffcf3e8471e5da1d76dfc,"Fix the invalid restructured text in HISTORY file

This was breaking the display of our long_description on PyPI.",0eb9a4c1617909bbbb465a9987c7cba0f515eaa6,False,HISTORY.rst
5eb0811ef82244afbcd865a19b796a76cdecfd71,"Merge pull request #4305 from sigmavirus24/fix-pypi-display

Fix the invalid restructured text in HISTORY file","0eb9a4c1617909bbbb465a9987c7cba0f515eaa6, 40c8bcf70ce397bf8d8ffcf3e8471e5da1d76dfc",True,
e86df6e0eb4e7779cfd61bcf4d88d5c51c4e7eef,"Merge pull request #4341 from hugovk/patch-1

Python 3.7 not officially supported yet","8c4f78448ab150f336026aa5c74d875c8ad59895, ec5804c706fcf2260ff85132b878851ffbbc2a6f",True,
d3f14af44d9460a17c79de19ebdb65b3eec2e534,"Fix case-insensitive comparison in get_adapter()

While trying to get the prefix for an url, the url was lowered before comparing but the prefix not, so if it contains non-lowercase characters (eg. https://api.example.com/sOmE_WeiRD_pReFIX/), it won't match.",54ad3d6dcc173576d3f9784985e88d31a4997677,False,requests/sessions.py
e11989e8ec5885ea36b9be25641fbd4ce9f0c4dd,Add test for Session.get_adapter() prefix matching,af88af64e6c5bc026247f18e2e6de20605f51e7f,False,tests/test_requests.py
a05aac7007dd802401d59b6380ef95095836ed9b,"avoid import platform

platform module is relatively large: it takes about 5ms to import",54ad3d6dcc173576d3f9784985e88d31a4997677,False,"requests/sessions.py, requests/utils.py"
db9da3e0d24c9902e801c45031beb3588d98b3e5,"Merge pull request #4316 from methane/no-platform

Avoid importing platform","54ad3d6dcc173576d3f9784985e88d31a4997677, a05aac7007dd802401d59b6380ef95095836ed9b",True,
2afc1cb37bb6c34e054db69757234d68a58b5cae,Merge branch 'master' into patch-1,"d165b18b6e0c1aaabd8f652f88308008769f6625, db9da3e0d24c9902e801c45031beb3588d98b3e5",True,
8982efa9e46172b42c8cf6cdcc1a3f4c75e670ce,"Merge pull request #4349 from alvarogzp/patch-1

Fix case-insensitive comparison in Session.get_adapter","db9da3e0d24c9902e801c45031beb3588d98b3e5, 2afc1cb37bb6c34e054db69757234d68a58b5cae",True,
9a8a826f226e6973d72914b4a4fc806e0b5036f4,"Check if host is invalid for proxy

According to RFC3986, the authority section can be empty for a given URL,
however, for a proxy URL, it shouldn't be. This patch adds a check to verify
that the parsed URL will have a valid host before creating the proxy manager.

Fixes #4353",234f80af88ff2aab39bbd65a3131ae93e1917c25,False,"AUTHORS.rst, HISTORY.rst, requests/adapters.py, requests/exceptions.py, tests/test_requests.py"
d55de2d391d1350766221ce0aa36e670dc2a0169,"Merge pull request #4356 from nehaljwani/fix-4353

Check if host is invalid for proxy","234f80af88ff2aab39bbd65a3131ae93e1917c25, 9a8a826f226e6973d72914b4a4fc806e0b5036f4",True,
acd2645444d280ac0c5d2d227fdd222cb1ac609c,"#4373, fix possible winreg value type difference (#4377)

* #4373, fix possible winreg value type difference

* add a test for ProxyOverride and ProxyEnable on win32

* add tests for winreg key ProxyEnable with two possible types

* fixing AppVeyor failures",e4fc3539b43416f9e9ba6837d73b1b7392d4b242,False,"requests/utils.py, tests/test_utils.py"
19919b44c4af95f125704c902acecdf83d70a3e4,"Add documentation for available status codes

There was no way to determine what actual names were available outside
of looking at the source code. They were not listed in the documentation
or accessible through the interactive help.

In addition, doing `pydoc requests.status_codes` displayed some pretty
unhelpful information - the utf-8 encoding string was included in the
module name, there was no description, and internal variables used for
initialisation leaked into the module scope:

    DATA
        code = 511
        codes = <lookup 'status_codes'>
        title = 'network_authentication'
        titles = ('network_authentication_required', 'network_auth', ...

This change prevents the internal variables from leaking, adds a
docstring (which has the side-effect of correcting the module name), and
appends information on the allowed status code names to the docstring
when the module is initialised.

The improved module documentation is then used in the API documentation
to provide another easy reference to the complete list of status codes.",acd2645444d280ac0c5d2d227fdd222cb1ac609c,False,"docs/api.rst, requests/status_codes.py"
e68ef0ecad271f335377804a747afe676d17024d,"Merge pull request #4368 from danielroseman/patch-1

Clarify behaviour of `json` parameter.","acd2645444d280ac0c5d2d227fdd222cb1ac609c, 39446def395672b96642ad9b317fab09ee771be1",True,
351ec982bb38a069a6b236b8d77dc09f26c2f444,update changelog,714c9dc96759942226a0dc16fa1e3d6d51f56291,False,HISTORY.rst
071796d83f1bfb79793170945fdb4f623a1f344a,implement changes after code review,1988d9cf72c3a3a6da87968e04ad57fb32df01cb,False,"requests/utils.py, tests/test_utils.py"
80a790443e693d982296db93ceebc9135b6efb9c,implement changes after code review,071796d83f1bfb79793170945fdb4f623a1f344a,False,requests/utils.py
030dcce20cb8b4a82e7b0e5e09b7a8f33121938d,"Prefer https over http for links in the documentation

- Fixed Read the Docs links
- Fixed GitHub links
- Fixed PyPI links",3dc84cde5b785a85cb20eb2f0d4530fd568a6af7,False,"README.rst, docs/_templates/sidebarintro.html, docs/_templates/sidebarlogo.html, docs/community/out-there.rst, docs/community/recommended.rst, docs/conf.py, docs/dev/todo.rst, docs/user/advanced.rst, docs/user/authentication.rst"
7cefa939f5a0b25d8792a949b7ae708412d62681,"Pass python_requires argument to setuptools

Helps pip decide what version of the library to install.

https://packaging.python.org/tutorials/distributing-packages/#python-requires

> If your project only runs on certain Python versions, setting the
> python_requires argument to the appropriate PEP 440 version specifier
> string will prevent pip from installing the project on other Python
> versions.

https://setuptools.readthedocs.io/en/latest/setuptools.html#new-and-changed-setup-keywords

> python_requires
>
> A string corresponding to a version specifier (as defined in PEP 440)
> for the Python version, used to specify the Requires-Python defined in
> PEP 345.",b9d8e00cbc74d847e2b700b0ab26128b85a4344f,False,setup.py
2255c34a65b5b1353004dc8d49cc397cd794ec15,Fix DNS resolution by using hostname instead of netloc and strip username and password when comparing against proxy bypass items.,020f96577f8f44d06acc1ab699a7638653d91bd0,False,"AUTHORS.rst, HISTORY.rst, requests/utils.py, tests/test_utils.py"
0813c865ee0495952c38d2b8e2932a184a1edcd3,Fix broken link to Certifi,07372dc058b2948f8657b827977d333f9faf7746,False,docs/community/recommended.rst
d55b81b96410bbdbd4d8c99936dd0c8dff5d7345,Merge branch 'master' into fix/certifi-broken-link,"0813c865ee0495952c38d2b8e2932a184a1edcd3, 6a74c70a3ab00435281bf70f8be581a6f9e0419d",True,
f89c325fbe9ad0e156b31dd6b7514dbf4d7d0088,"Merge pull request #4439 from nkonin/fix/certifi-broken-link

Fix broken link to Certifi","6a74c70a3ab00435281bf70f8be581a6f9e0419d, d55b81b96410bbdbd4d8c99936dd0c8dff5d7345",True,
e8205c01310fcd846e081d2d8a818a0949a12125,"Trim trialing white space throughout the project

Many editors clean up trailing white space on save. By removing it all
in one go, it helps keep future diffs cleaner by avoiding spurious white
space changes on unrelated lines.",8da118dfeb15989c47241d6ad6b7c429a34a51f3,False,".travis.yml, docs/_templates/sidebarintro.html, docs/_templates/sidebarlogo.html, docs/community/recommended.rst, docs/community/updates.rst, docs/dev/todo.rst, docs/index.rst, docs/user/advanced.rst"
22120d423e5bd5981f8e4c715d3a26071ff8d278,"Fix typos

nonexistant -> nonexistent
neccessary -> necessary",654da610e1137246d9f5e5ccb9979bbfeffc6949,False,"HISTORY.rst, requests/utils.py"
d123e9fe78e7d76d407d7a46b0b5a70be5adecd5,"fix broken things

Signed-off-by: Kenneth Reitz <me@kennethreitz.org>",8ad24ad430f96c21c6143fc21e75b755e7ac5b69,False,"docs/_static/custom.css, docs/_templates/sidebarintro.html, docs/_templates/sidebarlogo.html"
7fb1d70b8677d8da14110489784ed3fb724d2696,"fix fix fix

Signed-off-by: Kenneth Reitz <me@kennethreitz.org>",c78c5002b5b48123a2ed15bdf7ab036daeab745b,False,docs/_static/custom.css
ac0a7ed152d370a2cc25d86cdb9ef4925ad13982,"fix

Signed-off-by: Kenneth Reitz <me@kennethreitz.org>",a4f313a0e53c9fba64b8488a2034a7c249f9db86,False,docs/index.rst
f51c489d38f7a1152be43ad103b3468db91cdd9c,"fix

Signed-off-by: Kenneth Reitz <me@kennethreitz.org>",773eeff1a2531904a7e7ba4dd95e58428c5fc26c,False,AUTHORS.rst
665bb2a6874bcbbfc864c100490b4dcb47a3aad9,"fix

Signed-off-by: Kenneth Reitz <me@kennethreitz.org>",f21fd19ac55595fa6699c734399970b603978a59,False,"docs/_templates/sidebarintro.html, docs/_templates/sidebarlogo.html"
8ce2fd25570a9be499b5bbad39ead28481a6b825,"change order

Signed-off-by: Kenneth Reitz <me@kennethreitz.org>",d8cc045a2ed44a1384605158371190d4cc00fb15,False,docs/community/sponsors.rst
35af0b077f287274c16d80305bd4af967bd81fc1,add comment about json parameter changing content-type,8246b82a161f8734f774546cfb8309f1dca5916c,False,docs/user/quickstart.rst
b66908e7b647689793e299edc111bf9910e93ad3,"Merge pull request #4547 from Saraislet/json-kwarg-docs

add comment about json parameter changing content-type","8246b82a161f8734f774546cfb8309f1dca5916c, 35af0b077f287274c16d80305bd4af967bd81fc1",True,
cd1278ef99bab2ba72d9d854e387dd65384e956f,"fix windows builds

Appveyor isn't able to replace the running executable. We'll run it
from inside the interpreter to fix build issues.",2de907ad778de270911acaffe93883f0e2729a4a,False,appveyor.yml
11b82ca87c2a3d904ab86bc62e707cd00ead9cef,"Merge pull request #4620 from requests/appveyor_fix

fix windows builds","2de907ad778de270911acaffe93883f0e2729a4a, cd1278ef99bab2ba72d9d854e387dd65384e956f",True,
75c57985b02b98c897994e81afcf88b69b33f528,"update json param's description to avoid confusion

- the Request class doesn't accept JSON, but a JSON serializable object",11b82ca87c2a3d904ab86bc62e707cd00ead9cef,False,requests/api.py
239ee194318e0b88d6a7b292ec4b68451ceefe68,"Merge pull request #4612 from Obeyed/patch-1

update json param's description to avoid confusion","11b82ca87c2a3d904ab86bc62e707cd00ead9cef, 75c57985b02b98c897994e81afcf88b69b33f528",True,
1e8a3142d2376e86d8f923840c0b8d361af7786b,"Merge pull request #4634 from vshih/patch-1

Spelling.","239ee194318e0b88d6a7b292ec4b68451ceefe68, 71e402fe40b36042c1e941f508bba24772cf45ed",True,
adceafd79d215b197360e44432d70da1a0582204,Update issue templates,e02effb774b4e7a9ef76f3d74bff1dfb45755ad1,False,".github/ISSUE_TEMPLATE/Bug_report.md, .github/ISSUE_TEMPLATE/Custom.md, .github/ISSUE_TEMPLATE/Feature_request.md"
919c168cdbb74977d6f1d10b2622897d2b9521ae,"Certifi.io broken

http://certifi.io/ -> https://certifiio.readthedocs.io/",adceafd79d215b197360e44432d70da1a0582204,False,docs/user/advanced.rst
9616f82905f86173477fdb3bf24f2f7228eed3a0,"Merge pull request #4625 from nicktimko/patch-1

Certifi.io broken","adceafd79d215b197360e44432d70da1a0582204, 919c168cdbb74977d6f1d10b2622897d2b9521ae",True,
9055b33f6f534cceb182fb323c9b68e753a5b612,install Requests separately on appveyor to fix builds,9616f82905f86173477fdb3bf24f2f7228eed3a0,False,"Pipfile, appveyor.yml"
80e2637a8396c930b8e985e933738136e9ee9c35,"Merge pull request #4647 from requests/appveyor_test

fix appveyor","9616f82905f86173477fdb3bf24f2f7228eed3a0, 9055b33f6f534cceb182fb323c9b68e753a5b612",True,
f3fc892b901abe2c3605f2669af4f6469b896e88,bring HISTORY.rst up to date with recent changes,161acb6a507a437c4aaa240c58881910f13a3d8c,False,HISTORY.rst
8bffd3da5f74cfee5c42452a0e441ecc3e18c702,Merge branch 'master' into patch-1,"048c926b46a9216f0fbafffc96e0e3ff926776d3, 9b5071cdb666ba9e9b9444f8cd81a15bdf79349e",True,
5f09f0ca7eab6b02d7a33c519f76922b87acbcb3,"Merge pull request #4631 from pradyunsg/patch-1

Add long_description_content_type to setup.py","9b5071cdb666ba9e9b9444f8cd81a15bdf79349e, 8bffd3da5f74cfee5c42452a0e441ecc3e18c702",True,
8546a15587b2a240c1d1404d3ef99365b911bf13,"The library raises NoneType error when file-pointer (fp) resolves to None.

>>> from requests import post
>>> r = post(""https://example.com"", files={""file-name"": None})

However, when a param value or json field is None they are not included in the request body.

>>> from requests import get
>>> r = get(""https://example.com"", params={""file-name"": None})
>>> r.request.url

This commit makes the beahviour consistent for files.",5f09f0ca7eab6b02d7a33c519f76922b87acbcb3,False,"AUTHORS.rst, requests/models.py, tests/test_requests.py"
00fd4c8eb4ac0fd7b8f8d76bbf15ab06351c052c,"Merge pull request #4661 from ofek/patch-2

Response.content minor perf improvement","fe8290b3d0ca21dd8ae5471a59a8bf13d3dcb31e, c1b828bc95b8ed0407511b93ee260aa1032f4f8c",True,
ac944b7439009ffbf7a10dfee35202f1ac090e76,"Allow urllib3 1.23

https://github.com/urllib3/urllib3/blob/1.23/CHANGES.rst#123-2018-06-04",00fd4c8eb4ac0fd7b8f8d76bbf15ab06351c052c,False,setup.py
d98f881118993483e4e9e2be384286ac2f90bb0a,"Merge pull request #4669 from michael-k/patch-1

Allow urllib3 1.23","00fd4c8eb4ac0fd7b8f8d76bbf15ab06351c052c, ac944b7439009ffbf7a10dfee35202f1ac090e76",True,
de64f0f23f57f272ed11713d18ff50f193c3164b,port pyopenssl fix from urllib3,bc46de58e61149879fea0cf51399c5dd63dbb227,False,setup.py
